date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"September 21, 1989",1030,Geraldton,-28.7792,114.6144,Mac Robertson Miller Airlines,?,Perth - Geraldton - Carnarvon - Port Hedland,de Havilland DH-86A,VH-USF,2310,11,9,2,2,1,1,0,"The takeoff appeared normal but the aircraft did not climb and turned back for a landing. It flew hangars at about 300 feet then made a steep turn to port, followed by a wide low circuit back to the runway with port wing low. When just inside the airport, it dropped heavily on the starboard main undercarriage, bounced, contacted the ground with the tail wheel and bounced again. Striking the ground for the third time, on the port main wheel, as it bounced higher, engine power was applied but the aircraft swung to the left, banking steeply until the left wings were torn off by ground contact. The aircraft cartwheeled and hit the ground nose-first."
"July 06, 2011",?,Byron Bay,-28.6483,153.6178,New England Airways,?,Sydney - Lismore - Brisbane,De Havilland DH-80,VH-UPM,2052,3,2,1,3,2,1,0,The left wing and rudder detached in strong winds and turbulence after the pilot made a sharp left turn.
"November 27, 2004",1220,El Portezuelo,-28.4667,-65.6333,Transportes Aereos Don Carlos - Charter,?,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,9,1,10,9,1,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.
"September 16, 1965",?,Passo Fundo,-28.2628,-52.4069,Varig,?,Carazinbo - Passo Fundo,Douglas DC-3,PP-VBV,15444/26889,18,15,3,15,13,2,0,Crashed into trees during initial approach in heavy fog. Error in judgment by the pilot in attempting to fly visually in unfavorable weather conditions during twilight.
"March 19, 1998",9:50,Coolangatta,-28.1667,153.5333,Queensland Airlines,?,Coolangatta - Brisbane,Lockheed 18 Lodestar,VH-BAG,2194,22,19,3,22,19,3,0,"Crashed on takeoff from Coolangatta.  After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash."
"December 09, 1982",1615,La Puerta,-28.1667,-65.7833,Linea Aeropostal Venezolana,108,Maracaibo - Santa Barbara de Zulia,McDonnell Douglas DC-9-32,YV-23C,47720/846,45,40,5,45,40,5,0,The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.
"February 10, 1993",?,"Cerro Largo, Rio Grande do Sul",-28.1489,-54.7378,Lineas Aéreas Costarricenses,?,?,Douglas DC-3,TI-1006C,4960,2,0,2,2,0,2,0,Cargo plane crashed.
"June 12, 2002",1000,"Cerro Largo, Rio Grande do Sul",-28.1489,-54.7378,Transporte Aereo Federal,?,Uruapan - Lazro,Embraer 110P1 Bandeirante,XC-COX,110-192,20,18,2,20,18,2,0,The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.
"July 23, 1989",?,"Hope Island, Queensland",-27.8669,153.362,Adastra Airways,?,?,L-Hudson,?,?,,,,6,,,?,Crashed on approach.
"December 30, 1950",2209,Santiago del Estero,-27.7844,-64.2669,Aerolineas Argentinas,?,Mar del Plata - Buenos,Douglas DC-3,LV-ACH,13027,18,13,5,17,12,5,0,Crashed 60 miles north of the airport after taking off from Mar del Plata while in a climb at night.
"October 27, 1984",?,Florianópolis,-27.5933,-48.553,Aeropostale,?,?,Latecoere 26,F-AIMQ,671,5,3,2,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
"February 03, 2005",1730,Florianópolis,-27.5933,-48.553,Cruzeiro,?,Rio de Janeiro - São Paulo - Curitiba - Florianópolis,Douglas DC-3,PP-CCX,7341,14,10,4,3,3,0,0,The No. 2 engine failed on a go-around in reduced visibility and rain and the aircraft crashed into the ocean.
"October 12, 2010",2040,Florianópolis,-27.5933,-48.553,Transbrasil,303,Sao Paulo - Florianopolis,Boeing B-727-27C,PT-TYS,19111/297,58,50,8,55,47,8,0,The plane crashed into a hill while landing during a thunderstorm. The pilot misjudged his speed and distance and failed to initiate a go-around. Improper flight supervision and control of the engines.
"September 04, 1985",?,"Buena Vista, Catamarca",-27.5048,-66.0239,Military - Venezuelan National Guard,?,Buena Vista - Cararabo,Mi 17V-5,GN10139,?,10,,,10,,,0,"The helicopter crashed while taking off on a counter-drug mission, killing all 10 soldiers on board. They were searching for a group of suspected drug traffickers in southwestern Apure state."
"February 11, 1996",?,"Belmont, Queensland",-27.5,153.133,Qantas,?,Brisbane - Darwin,deHavilland DH-86,VH-USE,2309,9,7,2,9,7,2,0,Crashed shortly after takeoff from Archerfield Airfiield  into a hillside. Suffered structural failure while flying in adverse weather conditons of wind and low overcast.
"May 15, 1948",720,Vrede,-27.43,29.16,Mercury Aviation,?,Durban - Johannesburg - London,Douglas DC-3-455,ZS-BWY,6341,13,8,5,13,8,5,0,"Crashed into Spitzkop mountain after drifting off course in poor weather. The aircraft was named ""Miss France."""
"June 12, 1988",923,"Posadas, Misiones",-27.3667,-55.8969,Austral Lineas Aeras (Argentina),?,Resistencia - Posadas,McDonnell Douglas MD-81,N1003G,48050/989,22,16,6,22,16,6,0,The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.
"September 02, 2006",?,Concórdia,-27.2339,-52.0278,REAL Transportes Aereos,?,Sao Paulo - Concordia,Douglas C-47A (DC-3),PP-AVL,9886,4,0,4,4,0,4,?,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions."
"April 27, 1993",?,Chapecó,-27.0958,-52.6178,Transbrasil,?,Chapecó - Erechim - Porto Alegre,Embraer 110C Bandeirante,PT-TBD,110011,11,9,2,9,7,2,0,Crashed during takeoff.
"May 13, 1995",?,Ibicaré,-27.0919,-51.365,Sadai,?,Joaçaba - Videira,Douglas DC-3,PP-SLL,1500,10,7,3,10,7,3,0,"While flying under VFR rules, the airplane struck the slope of a mountain located near Ibicaré, 25 km southwest of Videira."
"January 28, 1984",?,Itapema,-27.09,-48.6108,Transportes Aéreos Salvador,?,?,de Havilland DH-114 Heron 1B,PP-SLG,14004,14,12,2,14,12,2,0,The pilot aborted the takeoff after loosing the No. 2 engine and was unable to stop on the remaining runway. Error of judgment on the part of the pilot in not continuing the takeoff with three engines still operating
"February 09, 1987",?,Germiston,-26.2167,28.1667,National Airways,?,"Johannesberg - Orapa Mine, Botswana",Douglas DC-3,ZS-DKR,16660/33408,11,9,2,3,2,1,0,"Shortly after takeoff, the No. 1 engine failed.  After feathering the prop, the crew tried to return to the airport but the plane crashed 1.2 miles from the airport. The plane was carrying employees of the Anglo American Corporation."
"April 17, 1957",?,Johannesburg,-26.2044,28.0416,Aero Air,?,Johannesburg - Jamba,Antonov An-2R,RA-05708,1G153-21,3,0,3,3,0,3,0,During the takeoff cargo shifted in the plane causing the aircraft to lose altitude and crash into power lines.
"April 23, 1997",1550,"Formosa, Argentina",-26.1847,-58.1758,de Havilland Dove,?,?,de Havilland DH.104 Dove,LQ-XWW,4094,7,4,3,6,4,2,?,The aircraft was not able to get airborne and hit the end marker of the runway then hit the airport fence. Use of spark plugs inappropriate to the engine type. Overloaded.
"August 24, 1998",1646,Pretoria,-25.7464,28.1881,Speed Service Couriers,?,Pretoria - Durban,DC-3-65TP,ZS-NKK,13143,2,0,2,1,0,1,0,"The cargo plane took off in a steep angle, rolled to the left and crashed and burned. The taking off with the elevator trim set to the full nose-up position. This resulted in the nose of the aircraft pitching up after rotation, causing the pilot to lose control of the aircraft."
"July 10, 2018",744,Pretoria,-25.7464,28.1881,Rovos Air,?,Test Flight,Convair CV-340,ZS-BRV,215,19,16,3,1,0,1,1,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground."
"June 29, 1994",1745,Curitiba,-25.4297,-49.2719,Cruzeiro,?,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,26,21,5,21,16,5,0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.
"July 27, 1990",1120,Curitiba,-25.4297,-49.2719,Military - Brazilian Air Force,?,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,FAB-2292,174,16,13,3,3,2,1,0,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.
"October 06, 1959",?,"Palmeira, Paraná",-25.4289,-50.0058,Transportes Areos Nacionales,?,Rio Verde - Goiania,Douglas DC-3,PP-ANH,20187,24,20,4,24,20,4,0,Exploded in midair. A bomb exploded aboard.
"March 24, 1927",?,"Tambo, Queensland",-24.8853,146.2511,Qantas,?,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3,2,1,3,2,1,0,"While attempting to land, the engine failed, the aircraft stalled and crashed."
"April 11, 1985",?,Salta,-24.7883,-65.4106,YPF,?,Buenos Aires - Salta,HS-125-700B,LV-ALW,257133,7,5,2,7,5,2,0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.
"August 30, 1978",?,Las Lomitas,-24.7072,-60.5944,Aerocalifornia,?,Villa Constitucion - Los Mochis,Douglas DC-3A-178,XA-IOR,1547,21,18,3,21,18,3,0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.
"November 07, 1930",?,"Santos, São Paulo",-23.9608,-46.3339,Syndicato Condor,?,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,P-BAHA,921,9,8,1,1,1,0,0,Crashed into the sea.
"April 10, 1988",845,Cubatão,-23.8953,-46.4256,Air taxi - Lider Air Taxi,?,Cubatao - Navegantes,Sikorsky S-76,PT-HRD,?,6,5,1,6,5,1,0,"The helicopter exploded and crashed from a height of 1,000 ft."
"January 12, 1951",1500,Itapecerica da Serra,-23.7172,-46.8494,VASP,?,Training,Douglas C-47-DL (DC-3),PP-SPZ,4649,3,0,3,3,0,3,0,The plane was being used for training. Witnesses reported the plane exploded in the air  and broke in three parts before reaching the ground. The body of one of the crew was seen being thrown out of the cabin.
"May 22, 1938",1340,São Paulo,-23.5504,-46.6339,Cruzeiro do Sul,?,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers JU-52/3m,PP-CBC,5453,17,14,3,6,6,0,0,Shortly after taking the plane stalled and crashed into Santos estuary.
"August 30, 1944",0,São Paulo,-23.5504,-46.6339,Panair do Brasil,?,Rio de Janeiro - Sao Paulo,Lockheed 18 Lodestar,PP-PBI,2114,18,14,4,18,14,4,0,"Crashed in fog, short of the runway, while attempting to land at Congonhas Airport."
"January 03, 1947",?,São Paulo,-23.5504,-46.6339,Panair do Brasil,?,?,Sikorsky S-43B (flying boat),PP-PBN,4315,14,11,3,11,8,3,0,"Crashed into the Solimoes River, an extension of the Amazon river."
"September 08, 1951",1900,São Paulo,-23.5504,-46.6339,VASP,?,Sao Paulo - Rio de Janeiro,Douglas DC-3,PP-SPQ,1559/27036,13,9,4,13,9,4,3,Crashed into a houses shortly after taking off from Congonhas Airport. Failure of several instruments.
"May 13, 1952",?,São Paulo,-23.5504,-46.6339,VASP,?,Sao Paulo - Bauru,Douglas DC-3,PP-SPM,16894/34151,22,19,3,5,3,2,0,Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.
"June 17, 1953",2200,São Paulo,-23.5504,-46.6339,Panair do Brasil,?,London - Bueno Aires,Lockheed 049-46-21 Constellation,PP-PDA,2066,17,10,7,17,10,7,0,Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.
"June 04, 1954",1100,São Paulo,-23.5504,-46.6339,Varig,?,Sao Paulo - Porto Alegre,Curtiss C-46A,PP-VBZ,30400,3,0,3,3,0,3,0,The cargo plane crashed on takeoff. Elevator lock was not removed prior to takeoff.
"December 19, 1955",?,São Paulo,-23.5504,-46.6339,Cruzeiro Do Sud,?,Sao Paulo - Belem,Douglas DC-3,?,?,26,,,26,,,0,Crashed on takeoff.
"September 23, 1959",1840,São Paulo,-23.5504,-46.6339,VASP,?,Sao Paulo - Rio de Janeiro,Saab Scandia 90A-1,PP-SQV,106,20,16,4,20,16,4,0,Crashed a few minutes after taking off from Sao Paulo Airport. Cause undetermined.
"January 15, 1963",1612,São Paulo,-23.5504,-46.6339,Cruzeiro,403,Rio de Janeiro - São Paulo,Convair CV-240-0,PP-CEV,6,45,40,5,6,5,1,7,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.
"May 03, 1963",1940,São Paulo,-23.5504,-46.6339,Cruzeiro,?,Sao Paulo - Rio de Janeiro,Convair CV-340-59,PP-CDW,159,50,45,5,37,33,4,0,"The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure."
"January 28, 1986",745,São Paulo,-23.5504,-46.6339,VASP,?,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,PP-SME,20096/190,72,67,5,1,1,0,0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.
"October 31, 1996",827,São Paulo,-23.5504,-46.6339,TAM (Brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95,89,6,95,89,6,3,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.
"July 17, 2007",1852,São Paulo,-23.5504,-46.6339,TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,181,6,187,181,6,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet."
